iter	Logloss
187	0.6576683244
188	0.6576037703
189	0.6575446725
190	0.6575069711
191	0.6574493542
192	0.6573982191
193	0.6573398141
194	0.6572832736
195	0.6571945827
196	0.6571464192
197	0.6570493288
198	0.6569884201
199	0.6569317601
200	0.6568768049
201	0.6568392508
202	0.6567554722
203	0.6566710307
204	0.6565969037
205	0.6565032245
206	0.6564297789
207	0.656370073
208	0.6562903545
209	0.6562077677
210	0.6561418384
211	0.6560630937
212	0.6559972822
213	0.6559478626
214	0.6558595924
215	0.6557998614
216	0.6557638696
217	0.6556878144
218	0.6556159023
219	0.6555628296
220	0.6555237394
221	0.6554637504
222	0.6553678019
223	0.6553366254
224	0.6552788078
225	0.6552383817
226	0.6551772071
227	0.6551322211
228	0.6550516468
229	0.6549939152
230	0.6549218211
231	0.6548550544
232	0.6547831774
233	0.6547432459
234	0.6546562403
235	0.6545916334
236	0.6545126928
237	0.6544562196
238	0.6544011783
239	0.6543459304
240	0.6542891551
241	0.6542200336
242	0.654175561
243	0.6541278573
244	0.6540696348
245	0.6540072614
246	0.6539297911
247	0.6538786006
248	0.6538293578
249	0.6537741574
250	0.6537291897
251	0.6536880658
252	0.653629532
253	0.653581845
254	0.6535209093
255	0.6534367251
256	0.6533861823
257	0.6533234635
258	0.6532518357
259	0.6531783105
260	0.6531111225
261	0.6530420908
262	0.6529763447
263	0.652922072
264	0.6528499339
265	0.6528024895
266	0.6527320156
267	0.6526768738
268	0.6526151247
269	0.6525708956
270	0.6524620342
271	0.6524070651
272	0.6523515184
273	0.652298921
274	0.6522565574
275	0.652210953
276	0.6521562838
277	0.652091454
278	0.6520403454
279	0.6519469608
280	0.6518917165
281	0.6518391358
282	0.6517917622
283	0.6517222207
284	0.6516769962
285	0.6516340499
286	0.651589118
287	0.65149885
288	0.6514447426
289	0.6513892261
290	0.6513020437
291	0.6512558312
292	0.6512215363
293	0.651136656
294	0.6510806802
295	0.6510049135
296	0.6509382659
297	0.6508631765
298	0.6508067354
299	0.6507637149
300	0.650700063
301	0.6506494364
302	0.6506163251
303	0.6505405261
304	0.6504915158
305	0.6504148337
306	0.6503745951
307	0.6503249018
308	0.6502578034
309	0.6502041572
310	0.6501721227
311	0.650134814
312	0.6500771644
313	0.6500363254
314	0.6499927075
315	0.6499243381
316	0.6498557582
317	0.649821193
318	0.6497303238
319	0.6496748586
320	0.6496369953
321	0.6495996514
322	0.6495632738
323	0.649502693
324	0.6494408824
325	0.6493899248
326	0.6493155329
327	0.6492660928
328	0.6492215812
329	0.6491885259
330	0.6491615842
331	0.649131836
332	0.6490720366
333	0.6490237098
334	0.6489705022
335	0.648912835
336	0.6488545446
337	0.6488112689
338	0.6487460673
339	0.6487072559
340	0.6486624199
341	0.6486075254
342	0.6485657932
343	0.6485222736
344	0.6484864535
345	0.6484371381
346	0.6483643394
347	0.6483269633
348	0.6482624372
349	0.6482223591
350	0.6481697165
351	0.6481200272
352	0.6480739526
353	0.648031883
354	0.6479672209
355	0.647902444
356	0.6478565206
357	0.6477804544
358	0.6477183709
359	0.6476519151
360	0.6476060528
361	0.6475610326
362	0.6474939831
363	0.6474439431
364	0.6474345387
365	0.6474108879
366	0.6473481734
367	0.6472919715
368	0.647257325
369	0.6472287061
370	0.6471681444
371	0.6471230122
372	0.6470790133
373	0.6470394142
374	0.6470135699
375	0.6469866197
376	0.6469448284
377	0.6468820343
378	0.6468437585
379	0.6467865853
380	0.6467465888
381	0.6467091279
382	0.6466883281
383	0.6466510021
384	0.6466190165
385	0.6465632725
386	0.6464932189
387	0.6464178921
388	0.6463399055
389	0.6463005022
390	0.6462524743
391	0.6461999088
392	0.6461732177
393	0.6461225104
394	0.6460615502
395	0.646025776
396	0.6459920844
397	0.6459508088
398	0.6459083997
399	0.6458610044
400	0.645802903
401	0.6457533342
402	0.6457139588
403	0.6456581679
404	0.6456266683
405	0.6455703265
406	0.6455037352
407	0.6454317415
408	0.6453601727
409	0.6453322652
410	0.6452679646
411	0.6452215635
412	0.645167989
413	0.6451212159
414	0.6450765196
415	0.6450404446
416	0.6450002848
417	0.6449390027
418	0.6449087843
419	0.6448773554
420	0.644828689
421	0.6447563667
422	0.644699288
423	0.6446305361
424	0.6445664629
425	0.6445302674
426	0.6444783024
427	0.6444280906
428	0.644381897
429	0.6443231088
430	0.6442945627
431	0.6442648187
432	0.6442390411
433	0.6441949414
434	0.6441493585
435	0.6441033859
436	0.6440422545
437	0.6440066426
438	0.643957268
439	0.6439085705
440	0.643908117
441	0.6438619779
442	0.6438142135
443	0.6437740829
444	0.6437170014
445	0.6436351389
446	0.6435822322
447	0.6435362043
448	0.6434636003
449	0.6434201554
450	0.6433649491
451	0.6433327439
452	0.6432507348
453	0.6431868745
454	0.6431504287
455	0.6431103455
456	0.6430677712
457	0.6430038463
458	0.6429488395
459	0.6429020165
460	0.6428689213
461	0.6428335698
462	0.6427773576
463	0.6427259556
464	0.6426913788
465	0.6426662173
466	0.6425951409
467	0.6425381454
468	0.6424880456
469	0.6424177369
470	0.6423634448
471	0.6423063953
472	0.6422430811
473	0.6421893945
474	0.6421546044
475	0.64211952
476	0.6420726741
477	0.6420284193
478	0.6419413497
479	0.6419067108
480	0.6418527231
481	0.6418093881
482	0.6417167809
483	0.6416725508
484	0.641618784
485	0.6415895084
486	0.6415293181
487	0.6414753166
488	0.6414241733
489	0.6413798566
490	0.641345773
491	0.6413078039
492	0.6412656661
493	0.6412259245
494	0.6411649419
495	0.6411004592
496	0.6410232818
497	0.6409872275
498	0.6409419187
499	0.6409056551
500	0.6408660351
501	0.6408345977
502	0.6407856722
503	0.6407586408
504	0.6406912212
505	0.640642364
506	0.6405982331
507	0.6405431452
508	0.6404959202
509	0.6404348354
510	0.6403837099
511	0.6403090715
512	0.6402824228
513	0.6402156475
514	0.6401545168
515	0.6401046164
516	0.6400463222
517	0.6399690672
518	0.6399228898
519	0.6398724921
520	0.6398210303
521	0.6397577085
522	0.6397298342
523	0.6396947843
524	0.6396335376
525	0.6395766797
526	0.6395329633
527	0.6394664328
528	0.6394222306
529	0.6393741382
530	0.6393373468
531	0.6392841319
532	0.6392463897
533	0.639187763
534	0.6391058207
535	0.639071403
536	0.6390490968
537	0.6390077378
538	0.6389383603
539	0.6388871594
540	0.6388230626
541	0.6387554754
542	0.6387078103
543	0.6386318784
544	0.6385713438
545	0.638513206
546	0.6384336868
547	0.638374805
548	0.6383252017
549	0.6382739886
550	0.63821519
551	0.6381840041
552	0.6381171952
553	0.6380441359
554	0.6379836173
555	0.6378956143
556	0.6378440887
557	0.6377667306
558	0.6377027063
559	0.63763631
560	0.6375732787
561	0.6375236656
562	0.6374450848
563	0.637396566
564	0.6373506453
565	0.6373089818
566	0.637265465
567	0.6372123858
568	0.6371722125
569	0.6370833144
570	0.637029681
571	0.6369870066
572	0.6369427757
573	0.6368945623
574	0.636829401
575	0.636753587
576	0.6367055736
577	0.6366182943
578	0.6365707115
579	0.636501966
580	0.6364586207
581	0.6364069595
582	0.6363631222
583	0.6362838332
584	0.6362325849
585	0.6361701658
586	0.6361194038
587	0.6360818169
588	0.6360403365
589	0.635991096
590	0.6359326263
591	0.6358683161
592	0.6357918753
593	0.6357205374
594	0.6356199968
595	0.6355710425
596	0.6355126464
597	0.6354723009
598	0.6354130865
599	0.6353862032
600	0.6353462664
601	0.6352942876
602	0.6352382449
603	0.6351562923
604	0.6350973614
605	0.6350267123
606	0.6349752772
607	0.6349292369
608	0.634881783
609	0.6347980912
610	0.6347391959
611	0.6346921094
612	0.6346115057
613	0.6345447936
614	0.6344519927
615	0.6344025921
616	0.6343487284
617	0.6342738523
618	0.6342115829
619	0.6341537387
620	0.6340857577
621	0.6340434399
622	0.6339659388
623	0.6339027498
624	0.633822299
625	0.6337841235
626	0.6337272252
627	0.6336576629
628	0.6335595754
629	0.6335041135
630	0.633443996
631	0.6333861008
632	0.6332929902
633	0.6332339545
634	0.6331389773
635	0.633088071
636	0.6330386303
637	0.632980538
638	0.6329025073
639	0.6328687367
640	0.6328152315
641	0.6327720769
642	0.6327063419
643	0.6326370426
644	0.6325874975
645	0.6325460554
646	0.632509162
647	0.632431736
648	0.6323819166
649	0.6323442456
650	0.6322817078
651	0.6322101164
652	0.6321514494
653	0.6320885876
654	0.6320237893
655	0.6319666203
656	0.6318981114
657	0.6318473583
658	0.6317774677
659	0.6317201842
660	0.6316351676
661	0.6315875868
662	0.6315246817
663	0.6314506692
664	0.6313824844
665	0.6313023196
666	0.6312160351
667	0.6311688334
668	0.631117697
669	0.6310592833
670	0.6309898722
671	0.6309340409
672	0.630863707
673	0.6307969839
674	0.6307480439
675	0.6306981478
676	0.6306352135
677	0.6305731306
678	0.6305323172
679	0.630440467
680	0.6303913882
681	0.6303306142
682	0.6302627141
683	0.6302018814
684	0.6301366146
685	0.630089496
686	0.6300573739
687	0.629972161
688	0.6299235338
689	0.6298719555
690	0.629835027
691	0.6297924646
692	0.6297353946
693	0.6296655753
694	0.6296176211
695	0.6295482823
696	0.6294870999
697	0.6294161905
698	0.6293571562
699	0.6293037547
700	0.6292249482
701	0.629177104
702	0.6291160849
703	0.6290406895
704	0.6289952317
705	0.6289291294
706	0.6288875318
707	0.6288157842
708	0.6287668836
709	0.6287020167
710	0.6286548337
711	0.6285985515
712	0.6285253628
713	0.6284653119
714	0.628410355
715	0.6283568709
716	0.6282954101
717	0.6282323012
718	0.628163667
719	0.6280977944
720	0.6280579923
721	0.6279920119
722	0.6279313027
723	0.6278743439
724	0.6277919044
725	0.6277399363
726	0.627679714
727	0.6276348047
728	0.6275695684
729	0.6275137274
730	0.6274745265
731	0.6274175747
732	0.6273699573
733	0.627290855
734	0.6272433472
735	0.627160866
736	0.6271182359
737	0.6270556517
738	0.6269900151
739	0.6269489821
740	0.6268660627
741	0.626812879
742	0.6267607184
743	0.6266799164
744	0.6266044989
745	0.6265642507
746	0.6265196705
747	0.6264429362
748	0.6263951791
749	0.6263409373
750	0.6263023083
751	0.6262592481
752	0.6262107021
753	0.6261627639
754	0.626076661
755	0.6260221466
756	0.6259703049
757	0.625900919
758	0.6258551051
759	0.6258125763
760	0.625759674
761	0.6256957072
762	0.6256331961
763	0.6255462797
764	0.6254958825
765	0.6254409102
766	0.6253953135
767	0.6253611189
768	0.6253127163
769	0.6252649961
770	0.6251975437
771	0.6251408715
772	0.625080678
773	0.6250225899
774	0.624968132
775	0.6249129687
776	0.6248558955
777	0.6248003165
778	0.6247470635
779	0.6247031842
780	0.6246300612
781	0.6245559922
782	0.624476426
783	0.6244170926
784	0.6243721475
785	0.6243365757
786	0.6242889017
787	0.6242543486
788	0.6241885696
789	0.6241460962
790	0.6240982219
791	0.6240415511
792	0.6239619444
793	0.6239088986
794	0.623852765
795	0.62380092
796	0.6237330612
797	0.6236705059
798	0.6236047019
799	0.6235459459
800	0.6234929814
801	0.6234054153
802	0.6233390855
803	0.6232760945
804	0.6232283833
805	0.6231611245
806	0.6231288913
807	0.623047513
808	0.6230006351
809	0.6229487917
810	0.6229144102
811	0.6228414557
812	0.6227697005
813	0.6227203269
814	0.6226671062
815	0.6226046067
816	0.6225737581
817	0.6225125695
818	0.6224416119
819	0.6223846044
820	0.6223552925
821	0.6223108525
822	0.622251088
823	0.6221633078
824	0.6221039736
825	0.6220582195
826	0.6220244372
827	0.6219872731
828	0.6219381199
829	0.6218917925
830	0.6218286689
831	0.6217688002
832	0.621720088
833	0.6216887115
834	0.621626668
835	0.6215648394
836	0.6215195779
837	0.6214637405
838	0.6214004865
839	0.621352322
840	0.6212935072
841	0.6212179177
842	0.6211734009
843	0.6211186554
844	0.6210472038
845	0.6209895748
846	0.6209492443
847	0.6208915371
848	0.6208411057
849	0.620779989
850	0.6207239527
851	0.6206820594
852	0.6206425978
853	0.6205836434
854	0.6205414988
855	0.6204903775
856	0.620445449
857	0.6203924028
858	0.6203364949
859	0.6202946267
860	0.6202329942
861	0.6201767175
862	0.6201466421
863	0.6200965724
864	0.6200636066
865	0.6200203588
866	0.6199567964
867	0.6198749404
868	0.6198231252
869	0.6197628553
870	0.619733687
871	0.6196762774
872	0.6196148461
873	0.6195735949
874	0.6194851446
875	0.6194078855
876	0.6193334381
877	0.6192839631
878	0.6192135944
879	0.6191715827
880	0.6191463701
881	0.6190911089
882	0.6190529065
883	0.6190077391
884	0.6189544635
885	0.6189110264
886	0.6188460934
887	0.6187679277
888	0.6186984185
889	0.618655229
890	0.6186070787
891	0.6185650855
892	0.6184831237
893	0.6184589061
894	0.6183798498
895	0.6183291405
896	0.6182612438
897	0.6182102423
898	0.6181588221
899	0.6181232388
900	0.6180634879
901	0.6180023393
902	0.6179631984
903	0.6178953734
904	0.6178427195
905	0.6177630289
906	0.6176967856
907	0.6176296018
908	0.6175697766
909	0.6175025779
910	0.6174475921
911	0.617393049
912	0.6173360835
913	0.6172911552
914	0.6172467359
915	0.6172044719
916	0.6171529812
917	0.6170929117
918	0.6170527337
919	0.6169785535
920	0.6169428198
921	0.6168563916
922	0.6167871668
923	0.6167243139
924	0.6166642444
925	0.6166434914
926	0.6165884051
927	0.6165512568
928	0.6164985726
929	0.6164605885
930	0.6163821281
931	0.6163350732
932	0.6163023321
933	0.6162401186
934	0.6161837358
935	0.6161376213
936	0.6160915509
937	0.6160133881
938	0.6159256256
939	0.6158712306
940	0.6157996743
941	0.6157416232
942	0.6157046282
943	0.6156480833
944	0.6156159487
945	0.6155320846
946	0.6154795541
947	0.6153822767
948	0.6153364771
949	0.615271848
950	0.6152278927
951	0.6151756824
952	0.615126777
953	0.615079912
954	0.6150230123
955	0.6149716651
956	0.6149100643
957	0.6148414606
958	0.6147947542
959	0.6147410715
960	0.6146921843
961	0.6146379245
962	0.6145738043
963	0.6145296849
964	0.6144559734
965	0.6144094223
966	0.6143740268
967	0.6143283791
968	0.6142803444
969	0.6142222793
970	0.6141611147
971	0.6140978725
972	0.614072992
973	0.6140207033
974	0.6139792493
975	0.6139334759
976	0.613865593
977	0.6138250058
978	0.6137924371
979	0.6137287636
980	0.6136743526
981	0.6136203854
982	0.6135687574
983	0.613534669
984	0.6134859016
985	0.6134469978
986	0.6133874601
987	0.6133192449
988	0.6132775975
989	0.6132301334
990	0.6131727713
991	0.6131271179
992	0.6130615992
993	0.6130182876
994	0.6129665892
995	0.6129128256
996	0.6128463279
997	0.6127774604
998	0.6127240072
999	0.6126734545
1000	0.6126302238
1001	0.612571044
1002	0.6125000851
1003	0.6124261063
1004	0.6123679149
1005	0.6123141727
1006	0.6122676515
1007	0.6122285385
1008	0.6121641761
1009	0.6121308132
1010	0.6120796043
1011	0.6120359928
1012	0.611986222
1013	0.6119222588
1014	0.6118845163
1015	0.6118143789
1016	0.6117529561
1017	0.6117025191
1018	0.6116436374
1019	0.6115950267
1020	0.6115447775
1021	0.6115007759
1022	0.6114548943
1023	0.6113991228
1024	0.6113482093
1025	0.611303498
1026	0.611244115
1027	0.6112022965
1028	0.6111648246
1029	0.6111271611
1030	0.6110651933
1031	0.610988751
1032	0.6109466468
1033	0.610887939
1034	0.610823939
1035	0.6107559575
1036	0.6107162347
1037	0.6106772062
1038	0.6106372891
1039	0.6105979816
1040	0.6105655712
1041	0.6104985702
1042	0.610451948
1043	0.6103995752
1044	0.610349775
1045	0.6102777124
1046	0.6102045186
1047	0.6101336756
1048	0.6100550456
1049	0.6099980659
1050	0.6099339577
1051	0.6098851821
1052	0.6098072296
1053	0.6097394141
1054	0.6096725762
1055	0.6096293061
1056	0.6095951452
1057	0.6095381339
1058	0.6094821662
1059	0.6094315977
1060	0.6093833382
1061	0.6093369129
1062	0.6093066017
1063	0.609242013
1064	0.6091876377
1065	0.6091330342
1066	0.6090926358
1067	0.6090490261
1068	0.6089875357
1069	0.6089353393
1070	0.6088682103
1071	0.6088193616
1072	0.6087709369
1073	0.6087242433
1074	0.6086661985
1075	0.6085955071
1076	0.6085572523
1077	0.6084927756
1078	0.6084540806
1079	0.6083752582
1080	0.6083162026
1081	0.6082595668
1082	0.6082133174
1083	0.6081564512
1084	0.6081179674
1085	0.6080732069
1086	0.6080333374
1087	0.6079779394
1088	0.6079324732
1089	0.6078654556
1090	0.6078146083
1091	0.6077841739
1092	0.6077311592
1093	0.6076761895
1094	0.6076292857
1095	0.6075733144
1096	0.6075316353
1097	0.6074892548
1098	0.6074321123
1099	0.6073922486
1100	0.6073728327
1101	0.6073133875
1102	0.6072737874
1103	0.6072137473
1104	0.6071590489
1105	0.6070913497
1106	0.6070274518
1107	0.6069845924
1108	0.6069504107
1109	0.6068686886
1110	0.6067981305
1111	0.6067479024
1112	0.6066883049
1113	0.6066555326
1114	0.6065937285
1115	0.6065476136
1116	0.6065034438
1117	0.6064400871
1118	0.6063968298
1119	0.6063624577
1120	0.6063104965
1121	0.606248143
1122	0.6061750492
1123	0.60612652
1124	0.6060806257
1125	0.606040704
1126	0.6059873962
1127	0.6059303466
1128	0.6058739082
1129	0.6058236162
1130	0.6057824128
1131	0.6057410979
1132	0.6056794271
1133	0.6056206666
1134	0.6055762534
1135	0.6055246818
1136	0.6054888411
1137	0.605429585
1138	0.6053986532
1139	0.6053399462
1140	0.605279712
1141	0.6052049213
1142	0.6051578753
1143	0.6051060019
1144	0.6050531815
1145	0.6050117968
1146	0.6049696831
1147	0.6049144927
1148	0.6048792367
1149	0.6048189351
1150	0.6047562865
1151	0.6047262559
1152	0.6046778242
1153	0.6046194962
1154	0.6045750342
1155	0.604543373
1156	0.6044704773
1157	0.6044552674
1158	0.6044092541
1159	0.6043737351
1160	0.6042955641
1161	0.604270433
1162	0.6042221294
1163	0.6041764456
1164	0.6041301585
1165	0.604095319
1166	0.6040239311
1167	0.6039663528
1168	0.603912289
1169	0.6038709146
1170	0.6038408836
1171	0.6038062559
1172	0.603759804
1173	0.6037146108
1174	0.6036657311
1175	0.6036261072
1176	0.6035621292
1177	0.6035160249
1178	0.6034492214
1179	0.6034169465
1180	0.603394646
1181	0.6033551993
1182	0.6032977663
1183	0.6032303488
1184	0.6031527433
1185	0.6031238737
1186	0.6030878318
1187	0.6030465338
1188	0.6029811627
1189	0.6029383926
1190	0.6028912429
1191	0.6028611271
1192	0.6028250527
1193	0.6027836753
1194	0.6027361599
1195	0.6026877546
1196	0.6026405516
1197	0.6026076888
1198	0.6025616171
1199	0.6025166131
